"Amplitude","X"
123.273521,23936
118.052452,23937
111.011330,23938
102.258713,23939
91.929535,23940
80.183052,23941
67.200363,23942
53.181622,23943
38.342960,23944
22.913153,23945
7.130085,23946
-8.762909,23947
-24.520802,23948
-39.900650,23949
-54.665337,23950
-68.587227,23951
-81.451691,23952
-93.060379,23953
-103.234329,23954
-111.816681,23955
-118.675117,23956
-123.703903,23957
-126.825500,23958
-127.991791,23959
-127.184792,23960
-124.416931,23961
-119.730904,23962
-113.198944,23963
-104.921753,23964
-95.026955,23965
-83.667091,23966
-71.017303,23967
-57.272617,23968
-42.644943,23969
-27.359797,23970
-11.652835,23971
4.233782,23972
20.055124,23973
35.567272,23974
50.531067,23975
64.715805,23976
77.902802,23977
89.888741,23978
100.488838,23979
109.539665,23980
116.901688,23981
122.461388,23982
126.133072,23983
127.860107,23984
127.615891,23985
125.404175,23986
121.259064,23987
115.244453,23988
107.453087,23989
98.005081,23990
87.046097,23991
74.745094,23992
61.291725,23993
46.893394,23994
31.772099,23995
16.160957,23996
0.300660,23997
-15.564274,23998
-31.189247,23999
-46.333366,24000
-60.763149,24001
-74.256126,24002
-86.604271,24003
-97.617210,24004
-107.125153,24005
-114.981506,24006
-121.065155,24007
-125.282303,24008
-127.567932,24009
-127.886803,24010
-126.234001,24011
-122.635010,24012
-117.145309,24013
-109.849548,24014
-100.860191,24015
-90.315842,24016
-78.379066,24017
-65.233894,24018
-51.082985,24019
-36.144516,24020
-20.648796,24021
-4.834724,24022
11.053885,24023
26.772074,24024
42.077507,24025
56.734219,24026
70.516243,24027
83.211090,24028
94.623047,24029
104.576164,24030
112.917000,24031
119.516960,24032
124.274284,24033
127.115623,24034
127.997192,24035
126.905373,24036
123.857018,24037
118.899124,24038
112.108116,24039
103.588699,24040
93.472221,24041
81.914650,24042
69.094177,24043
55.208454,24044
40.471565,24045
25.110712,24046
9.362720,24047
-6.529622,24048
-22.321295,24049
-37.768829,24050
-52.634075,24051
-66.687836,24052
-79.713455,24053
-91.510101,24054
-101.895912,24055
-110.710754,24056
-117.818733,24057
-123.110260,24058
-126.503761,24059
-127.946907,24060
-127.417450,24061
-124.923561,24062
-120.503677,24063
-114.225960,24064
-106.187172,24065
-96.511269,24066
-85.347412,24067
-72.867729,24068
-59.264622,24069
-44.747814,24070
-29.541109,24071
-13.878963,24072
1.997162,24073
17.842495,24074
33.412746,24075
48.467857,24076
62.775730,24077
76.115761,24078
88.282295,24079
99.087753,24080
108.365540,24081
115.972618,24082
121.791710,24083
125.733093,24084
127.736015,24085
127.769585,24086
125.833290,24087
121.956978,24088
116.200417,24089
108.652359,24090
99.429169,24091
88.673042,24092
76.549820,24093
63.246399,24094
48.967888,24095
33.934425,24096
18.377783,24097
2.537805,24098
-13.341300,24099
-29.014717,24100
-44.240807,24101
-58.784817,24102
-72.422523,24103
-84.943672,24104
-96.155212,24105
-105.884293,24106
-113.980927,24107
-120.320274,24108
-124.804604,24109
-127.364784,24110
-127.961334,24111
-126.585068,24112
-123.257195,24113
-118.029022,24114
-110.981155,24115
-102.222260,24116
-91.887367,24117
-80.135818,24118
-67.148788,24119
-53.126499,24120
-38.285145,24121
-22.853537,24122
-7.069586,24123
8.823358,24124
24.580269,24125
39.958218,24126
54.720119,24127
68.638382,24128
81.498421,24129
93.101974,24130
103.270142,24131
111.846161,24132
118.697807,24133
123.719460,24134
126.833679,24135
127.992462,24136
127.177948,24137
124.402687,24138
119.709465,24139
113.170647,24140
104.887032,24141
94.986343,24142
83.621223,24143
70.966881,24144
57.218422,24145
42.587807,24146
27.300602,24147
11.592493,24148
-4.294340,24149
-20.114967,24150
-35.625473,24151
-50.586731,24152
-64.768074,24153
-77.950867,24154
-89.931870,24155
-100.526360,24156
-109.570999,24157
-116.926353,24158
-122.479012,24159
-126.143364,24160
-127.862930,24161
-127.611183,24162
-125.392021,24163
-121.239647,24164
-115.218079,24165
-107.420151,24166
-97.966095,24167
-87.001663,24168
-74.695900,24169
-61.238522,24170
-46.837009,24171
-31.713398,24172
-16.100849,24173
-0.240068,24174
15.624414,24175
31.248011,24176
46.389847,24177
60.816471,24178
74.305473,24179
86.648880,24180
97.656387,24181
107.158302,24182
115.008118,24183
121.084816,24184
125.294708,24185
127.572891,24186
127.884247,24187
126.223961,24188
122.617638,24189
117.120880,24190
109.818428,24191
100.822876,24192
90.272896,24193
78.331154,24194
65.181755,24195
51.027424,24196
36.086388,24197
20.588995,24198
4.774175,24199
-11.114250,24200
-26.831324,24201
-42.134727,24202
-56.788528,24203
-70.566803,24204
-83.257118,24205
-94.663841,24206
-104.611092,24207
-112.945526,24208
-119.538635,24209
-124.288780,24210
-127.122726,24211
-127.996773,24212
-126.897453,24213
-123.841713,24214
-118.876671,24215
-112.078857,24216
-103.553093,24217
-93.430817,24218
-81.868080,24219
-69.043167,24220
-55.153782,24221
-40.414078,24222
-25.051294,24223
-9.302288,24224
6.590135,24225
22.380955,24226
37.826721,24227
52.689301,24228
66.739548,24229
79.760857,24230
91.552460,24231
101.932571,24232
110.741150,24233
117.842400,24234
123.126839,24235
126.512985,24236
127.948639,24237
127.411659,24238
124.910339,24239
120.483238,24240
114.198601,24241
106.153328,24242
96.471451,24243
85.302246,24244
72.817909,24245
59.210911,24246
44.691040,24247
29.482151,24248
13.818726,24249
-2.057747,24250
-17.902494,24251
-33.471233,24252
-48.523933,24253
-62.828526,24254
-76.164467,24255
-88.326157,24256
-99.126099,24257
-108.397774,24258
-115.998245,24259
-121.810333,24260
-125.744438,24261
-127.739891,24262
-127.765938,24263
-125.822174,24264
-121.938568,24265
-116.174995,24266
-108.620316,24267
-99.390999,24268
-88.629333,24269
-76.501244,24270
-63.193714,24271
-48.911900,24272
-33.875999,24273
-18.317818,24274
-2.477224,24275
13.401561,24276
29.073729,24277
44.297657,24278
58.838634,24279
72.472481,24280
84.988991,24281
96.195198,24282
105.918327,24283
114.008484,24284
120.340935,24285
124.818047,24286
127.370796,24287
127.959831,24288
126.576065,24289
123.240837,24290
118.005562,24291
110.950951,24292
102.185776,24293
91.845169,24294
80.088562,24295
67.097191,24296
53.071365,24297
38.227322,24298
22.793915,24299
7.009086,24300
-8.883805,24301
-24.639730,24302
-40.015778,24303
-54.774887,24304
-68.689514,24305
-81.545135,24306
-93.143547,24307
-103.305931,24308
-111.875618,24309
-118.720474,24310
-123.734985,24311
-126.841827,24312
-127.993103,24313
-127.171074,24314
-124.388405,24315
-119.687996,24316
-113.142319,24317
-104.852295,24318
-94.945717,24319
-83.575340,24320
-70.916451,24321
-57.164215,24322
-42.530663,24323
-27.241400,24324
-11.532149,24325
4.354898,24326
20.174803,24327
35.683666,24328
50.642384,24329
64.820335,24330
77.998924,24331
89.974976,24332
100.563858,24333
109.602310,24334
116.950989,24335
122.496597,24336
126.153633,24337
127.865715,24338
127.606453,24339
125.379837,24340
121.220200,24341
115.191666,24342
107.387192,24343
97.927086,24344
86.957214,24345
74.646683,24346
61.185307,24347
46.780617,24348
31.654692,24349
16.040737,24350
0.179476,24351
-15.684552,24352
-31.306767,24353
-46.446312,24354
-60.869781,24355
-74.354797,24356
-86.693466,24357
-97.695549,24358
-107.191429,24359
-115.034706,24360
-121.104446,24361
-125.307091,24362
-127.577827,24363
-127.881653,24364
-126.213882,24365
-122.600235,24366
-117.096420,24367
-109.787292,24368
-100.785530,24369
-90.229927,24370
-78.283226,24371
-65.129601,24372
-50.971848,24373
-36.028248,24374
-20.529188,24375
-4.713624,24376
11.174612,24377
26.890566,24378
42.191940,24379
56.842823,24380
70.617348,24381
83.303131,24382
94.704613,24383
104.645996,24384
112.974022,24385
119.560287,24386
124.303253,24387
127.129791,24388
127.996330,24389
126.889503,24390
123.826385,24391
118.854187,24392
112.049583,24393
103.517464,24394
93.389389,24395
81.821495,24396
68.992134,24397
55.099098,24398
40.356579,24399
24.991871,24400
9.241856,24401
-6.650646,24402
-22.440611,24403
-37.884602,24404
-52.744514,24405
-66.791245,24406
-79.808235,24407
-91.594795,24408
-101.969208,24409
-110.771530,24410
-117.866043,24411
-123.143379,24412
-126.522179,24413
-127.950340,24414
-127.405846,24415
-124.897095,24416
-120.462761,24417
-114.171219,24418
-106.119461,24419
-96.431618,24420
-85.257065,24421
-72.768066,24422
-59.157185,24423
-44.634254,24424
-29.423183,24425
-13.758486,24426
2.118331,24427
17.962488,24428
33.529713,24429
48.579998,24430
62.881310,24431
76.213158,24432
88.370003,24433
99.164421,24434
108.429985,24435
116.023849,24436
121.828934,24437
125.755745,24438
127.743736,24439
127.762260,24440
125.811028,24441
121.920128,24442
116.149544,24443
108.588249,24444
99.352806,24445
88.585609,24446
76.452660,24447
63.141014,24448
48.855900,24449
33.817562,24450
18.257847,24451
2.416643,24452
-13.461819,24453
-29.132734,24454
-44.354500,24455
-58.892441,24456
-72.522415,24457
-85.034286,24458
-96.235161,24459
-105.952339,24460
-114.036018,24461
-120.361565,24462
-124.831459,24463
-127.376785,24464
-127.958298,24465
-126.567039,24466
-123.224457,24467
-117.982071,24468
-110.920723,24469
-102.149277,24470
-91.802956,24471
-80.041283,24472
-67.045586,24473
-53.016224,24474
-38.169491,24475
-22.734289,24476
-6.948584,24477
8.944250,24478
24.699186,24479
40.073330,24480
54.829647,24481
68.740639,24482
81.591827,24483
93.185097,24484
103.341698,24485
111.905045,24486
118.743111,24487
123.750481,24488
126.849945,24489
127.993721,24490
127.164177,24491
124.374100,24492
119.666504,24493
113.113976,24494
104.817528,24495
94.905075,24496
83.529434,24497
70.865997,24498
57.109993,24499
42.473507,24500
27.182194,24501
11.471802,24502
-4.415454,24503
-20.234636,24504
-35.741856,24505
-50.698029,24506
-64.872574,24507
-78.046959,24508
-90.018066,24509
-100.601334,24510
-109.633598,24511
-116.975601,24512
-122.514160,24513
-126.163872,24514
-127.868477,24515
-127.601692,24516
-125.367630,24517
-121.200729,24518
-115.165237,24519
-107.354202,24520
-97.888062,24521
-86.912735,24522
-74.597458,24523
-61.132080,24524
-46.724209,24525
-31.595978,24526
-15.980620,24527
-0.118883,24528
15.744686,24529
31.365515,24530
46.502769,24531
60.923077,24532
74.404114,24533
86.738037,24534
97.734688,24535
107.224533,24536
115.061264,24537
121.124054,24538
125.319435,24539
127.582726,24540
127.879036,24541
126.203781,24542
122.582809,24543
117.071938,24544
109.756126,24545
100.748169,24546
90.186943,24547
78.235275,24548
65.077431,24549
50.916260,24550
35.970100,24551
20.469379,24552
4.653072,24553
-11.234972,24554
-26.949802,24555
-42.249138,24556
-56.897106,24557
-70.667877,24558
-83.349129,24559
-94.745361,24560
-104.680878,24561
-113.002495,24562
-119.581909,24563
-124.317696,24564
-127.136833,24565
-127.995857,24566
-126.881523,24567
-123.811020,24568
-118.831680,24569
-112.020279,24570
-103.481812,24571
-93.347939,24572
-81.774887,24573
-68.941086,24574
-55.044399,24575
-40.299072,24576
-24.932444,24577
-9.181420,24578
6.711155,24579
22.500263,24580
37.942474,24581
52.799717,24582
66.842926,24583
79.855598,24584
91.637108,24585
102.005821,24586
110.801872,24587
117.889664,24588
123.159897,24589
126.531342,24590
127.952011,24591
127.400002,24592
124.883820,24593
120.442268,24594
114.143814,24595
106.085564,24596
96.391762,24597
85.211861,24598
72.718208,24599
59.103443,24600
44.577461,24601
29.364210,24602
13.698243,24603
-2.178915,24604
-18.022480,24605
-33.588184,24606
-48.636051,24607
-62.934078,24608
-76.261833,24609
-88.413826,24610
-99.202721,24611
-108.462173,24612
-116.049431,24613
-121.847511,24614
-125.767029,24615
-127.747551,24616
-127.758553,24617
-125.799858,24618
-121.901665,24619
-116.124069,24620
-108.556152,24621
-99.314590,24622
-88.541862,24623
-76.404053,24624
-63.088299,24625
-48.799892,24626
-33.759121,24627
-18.197872,24628
-2.356061,24629
13.522073,24630
29.191732,24631
44.411335,24632
58.946232,24633
72.572334,24634
85.079567,24635
96.275101,24636
105.986328,24637
114.063522,24638
120.382172,24639
124.844841,24640
127.382744,24641
127.956741,24642
126.557983,24643
123.208046,24644
117.958565,24645
110.890472,24646
102.112755,24647
91.760727,24648
79.993988,24649
66.993965,24650
52.961067,24651
38.111652,24652
22.674658,24653
6.888080,24654
-9.004693,24655
-24.758638,24656
-40.130871,24657
-54.884392,24658
-68.791740,24659
-81.638512,24660
-93.226624,24661
-103.377434,24662
-111.934448,24663
-118.765724,24664
-123.765945,24665
-126.858032,24666
-127.994308,24667
-127.157249,24668
-124.359764,24669
-119.644989,24670
-113.085602,24671
-104.782738,24672
-94.864403,24673
-83.483513,24674
-70.815529,24675
-57.055763,24676
-42.416344,24677
-27.122980,24678
-11.411452,24679
4.476010,24680
20.294464,24681
35.800034,24682
50.753658,24683
64.924797,24684
78.094971,24685
90.061127,24686
100.638786,24687
109.664856,24688
117.000191,24689
122.531693,24690
126.174088,24691
127.871208,24692
127.596901,24693
125.355385,24694
121.181229,24695
115.138779,24696
107.321198,24697
97.849007,24698
86.868248,24699
74.548210,24700
61.078838,24701
46.667793,24702
31.537256,24703
15.920500,24704
0.058291,24705
-15.804816,24706
-31.424255,24707
-46.559216,24708
-60.976360,24709
-74.453407,24710
-86.782585,24711
-97.773804,24712
-107.257614,24713
-115.087799,24714
-121.143631,24715
-125.331757,24716
-127.587601,24717
-127.876389,24718
-126.193657,24719
-122.565353,24720
-117.047424,24721
-109.724937,24722
-100.710785,24723
-90.143936,24724
-78.187309,24725
-65.025246,24726
-50.860664,24727
-35.911945,24728
-20.409563,24729
-4.592520,24730
11.295329,24731
27.009033,24732
42.306332,24733
56.951378,24734
70.718384,24735
83.395103,24736
94.786095,24737
104.715736,24738
113.030937,24739
119.603508,24740
124.332108,24741
127.143837,24742
127.995354,24743
126.873520,24744
123.795631,24745
118.809151,24746
111.990944,24747
103.446144,24748
93.306473,24749
81.728264,24750
68.890030,24751
54.989689,24752
40.241558,24753
24.873009,24754
9.120983,24755
-6.771663,24756
-22.559910,24757
-38.000340,24758
-52.854908,24759
-66.894592,24760
-79.902946,24761
-91.679405,24762
-102.042412,24763
-110.832199,24764
-117.913246,24765
-123.176392,24766
-126.540482,24767
-127.953659,24768
-127.394127,24769
-124.870514,24770
-120.421738,24771
-114.116379,24772
-106.051651,24773
-96.351883,24774
-85.166634,24775
-72.668335,24776
-59.049690,24777
-44.520657,24778
-29.305231,24779
-13.637998,24780
2.239498,24781
18.082466,24782
33.646652,24783
48.692093,24784
62.986835,24785
76.310486,24786
88.457634,24787
99.241005,24788
108.494339,24789
116.074982,24790
121.866058,24791
125.778282,24792
127.751343,24793
127.754822,24794
125.788658,24795
121.883171,24796
116.098564,24797
108.524040,24798
99.276352,24799
88.498093,24800
76.355431,24801
63.035572,24802
48.743870,24803
33.700668,24804
18.137894,24805
2.295479,24806
-13.582325,24807
-29.250725,24808
-44.468159,24809
-59.000011,24810
-72.622238,24811
-85.124825,24812
-96.315018,24813
-106.020287,24814
-114.091011,24815
-120.402748,24816
-124.858200,24817
-127.388672,24818
-127.955147,24819
-126.548897,24820
-123.191605,24821
-117.935020,24822
-110.860199,24823
-102.076202,24824
-91.718468,24825
-79.946678,24826
-66.942322,24827
-52.905899,24828
-38.053802,24829
-22.615021,24830
-6.827575,24831
9.065134,24832
24.818083,24833
40.188404,24834
54.939125,24835
68.842834,24836
81.685165,24837
93.268135,24838
103.413155,24839
111.963821,24840
118.788307,24841
123.781387,24842
126.866096,24843
127.994865,24844
127.150291,24845
124.345406,24846
119.623444,24847
113.057205,24848
104.747925,24849
94.823715,24850
83.437576,24851
70.765045,24852
57.001514,24853
42.359169,24854
27.063761,24855
11.351100,24856
-4.536565,24857
-20.354288,24858
-35.858204,24859
-50.809277,24860
-64.977013,24861
-78.142975,24862
-90.104179,24863
-100.676216,24864
-109.696098,24865
-117.024750,24866
-122.549202,24867
-126.184273,24868
-127.873917,24869
-127.592079,24870
-125.343117,24871
-121.161705,24872
-115.112297,24873
-107.288162,24874
-97.809929,24875
-86.823730,24876
-74.498947,24877
-61.025581,24878
-46.611366,24879
-31.478529,24880
-15.860376,24881
0.002301,24882
15.864943,24883
31.482990,24884
46.615654,24885
61.029629,24886
74.502686,24887
86.827118,24888
97.812897,24889
107.290672,24890
115.114304,24891
121.163185,24892
125.344055,24893
127.592445,24894
127.873711,24895
126.183495,24896
122.547874,24897
117.022888,24898
109.693726,24899
100.673370,24900
90.100906,24901
78.139328,24902
64.973045,24903
50.805054,24904
35.853783,24905
20.349745,24906
4.531966,24907
-11.355683,24908
-27.068258,24909
-42.363514,24910
-57.005634,24911
-70.768883,24912
-83.441063,24913
-94.826805,24914
-104.750572,24915
-113.059364,24916
-119.625076,24917
-124.346497,24918
-127.150826,24919
-127.994820,24920
-126.865486,24921
-123.780220,24922
-118.786591,24923
-111.961594,24924
-103.410446,24925
-93.264984,24926
-81.681625,24927
-68.838951,24928
-54.934967,24929
-40.184032,24930
-24.813568,24931
-9.060544,24932
6.832170,24933
22.619551,24934
38.058197,24935
52.910088,24936
66.946243,24937
79.950272,24938
91.721680,24939
102.078979,24940
110.862495,24941
117.936813,24942
123.192856,24943
126.549591,24944
127.955269,24945
127.388222,24946
124.857185,24947
120.401184,24948
114.088921,24949
106.017708,24950
96.311989,24951
85.121391,24952
72.618446,24953
58.995926,24954
44.463844,24955
29.246244,24956
13.577748,24957
-2.300080,24958
-18.142448,24959
-33.705109,24960
-48.748127,24961
-63.039577,24962
-76.359123,24963
-88.501419,24964
-99.279259,24965
-108.526474,24966
-116.100502,24967
-121.884575,24968
-125.789505,24969
-127.755104,24970
-127.751053,24971
-125.777428,24972
-121.864647,24973
-116.073044,24974
-108.491898,24975
-99.238098,24976
-88.454308,24977
-76.306793,24978
-62.982830,24979
-48.687840,24980
-33.642212,24981
-18.077909,24982
-2.234896,24983
13.642573,24984
29.309711,24985
44.524971,24986
59.053776,24987
72.672127,24988
85.170067,24989
96.354912,24990
106.054230,24991
114.118462,24992
120.423302,24993
124.871529,24994
127.394569,24995
127.953529,24996
126.539787,24997
123.175140,24998
117.911461,24999
110.829895,25000
102.039635,25001
91.676193,25002
79.899353,25003
66.890671,25004
52.850719,25005
37.995945,25006
22.555380,25007
6.767068,25008
-9.125573,25009
-24.877523,25010
-40.245926,25011
-54.993847,25012
-68.893906,25013
-81.731812,25014
-93.309624,25015
-103.448853,25016
-111.993172,25017
-118.810860,25018
-123.796806,25019
-126.874130,25020
-127.995392,25021
-127.143311,25022
-124.331017,25023
-119.601868,25024
-113.028778,25025
-104.713089,25026
-94.783005,25027
-83.391617,25028
-70.714554,25029
-56.947258,25030
-42.301987,25031
-27.004536,25032
-11.290745,25033
4.597118,25034
20.414106,25035
35.916363,25036
50.864887,25037
65.029205,25038
78.190956,25039
90.147202,25040
100.713623,25041
109.727310,25042
117.049286,25043
122.566681,25044
126.194427,25045
127.876587,25046
127.587234,25047
125.330826,25048
121.142151,25049
115.085785,25050
107.255104,25051
97.770836,25052
86.779205,25053
74.449661,25054
60.972313,25055
46.554932,25056
31.419794,25057
15.800249,25058
-0.062893,25059
-15.925066,25060
-31.541718,25061
-46.672077,25062
-61.082882,25063
-74.551949,25064
-86.871628,25065
-97.851974,25066
-107.323700,25067
-115.140785,25068
-121.182709,25069
-125.356316,25070
-127.597267,25071
-127.871002,25072
-126.173309,25073
-122.530365,25074
-116.998329,25075
-109.662483,25076
-100.635941,25077
-90.057861,25078
-78.091324,25079
-64.920830,25080
-50.749435,25081
-35.795612,25082
-20.289921,25083
-4.471411,25084
11.416036,25085
27.127478,25086
42.420685,25087
57.059879,25088
70.819366,25089
83.487000,25090
94.867493,25091
104.785378,25092
113.087761,25093
119.646622,25094
124.360855,25095
127.157776,25096
127.994263,25097
126.857422,25098
123.764771,25099
118.764008,25100
111.932213,25101
103.374725,25102
93.223473,25103
81.634964,25104
68.787865,25105
54.880234,25106
40.126499,25107
24.754124,25108
9.000103,25109
-6.892675,25110
-22.679186,25111
-38.116043,25112
-52.965256,25113
-66.997887,25114
-79.997581,25115
-91.763931,25116
-102.115524,25117
-110.892776,25118
-117.960350,25119
-123.209290,25120
-126.558670,25121
-127.956856,25122
-127.382294,25123
-124.843826,25124
-120.380608,25125
-114.061440,25126
-105.983742,25127
-96.272064,25128
-85.076126,25129
-72.568542,25130
-58.942146,25131
-44.407017,25132
-29.187252,25133
-13.517497,25134
2.360663,25135
18.202427,25136
33.763557,25137
48.804146,25138
63.092304,25139
76.407745,25140
88.545181,25141
99.317497,25142
108.558594,25143
116.126007,25144
121.903069,25145
125.800705,25146
127.758835,25147
127.747269,25148
125.766174,25149
121.846100,25150
116.047485,25151
108.459732,25152
99.199814,25153
88.410500,25154
76.258133,25155
62.930073,25156
48.631794,25157
33.583744,25158
18.017923,25159
2.174313,25160
-13.702819,25161
-29.368690,25162
-44.581776,25163
-59.107525,25164
-72.722000,25165
-85.215294,25166
-96.394791,25167
-106.088142,25168
-114.145897,25169
-120.443825,25170
-124.884827,25171
-127.400444,25172
-127.951881,25173
-126.530647,25174
-123.158646,25175
-117.887871,25176
-110.799568,25177
-102.003044,25178
-91.633896,25179
-79.852005,25180
-66.839005,25181
-52.795525,25182
-37.938080,25183
-22.495733,25184
-6.706560,25185
9.186010,25186
24.936956,25187
40.303440,25188
55.048553,25189
68.944969,25190
81.778427,25191
93.351089,25192
103.484520,25193
112.022499,25194
118.833389,25195
123.812187,25196
126.882133,25197
127.995895,25198
127.136299,25199
124.316597,25200
119.580269,25201
113.000328,25202
104.678230,25203
94.742271,25204
83.345634,25205
70.664040,25206
56.892986,25207
42.244797,25208
26.945305,25209
11.230388,25210
-4.657671,25211
-20.473921,25212
-35.974518,25213
-50.920483,25214
-65.081390,25215
-78.238914,25216
-90.190208,25217
-100.751007,25218
-109.758492,25219
-117.073799,25220
-122.584137,25221
-126.204552,25222
-127.879234,25223
-127.582359,25224
-125.318504,25225
-121.122566,25226
-115.059250,25227
-107.222023,25228
-97.731720,25229
-86.734650,25230
-74.400368,25231
-60.919029,25232
-46.498482,25233
-31.361052,25234
-15.740119,25235
0.123485,25236
15.985186,25237
31.600437,25238
46.728493,25239
61.136124,25240
74.601196,25241
86.916115,25242
97.891022,25243
107.356712,25244
115.167244,25245
121.202209,25246
125.368553,25247
127.602051,25248
127.868271,25249
126.163101,25250
122.512825,25251
116.973740,25252
109.631226,25253
100.598488,25254
90.014793,25255
78.043312,25256
64.868607,25257
50.693802,25258
35.737434,25259
20.230093,25260
4.410855,25261
-11.476385,25262
-27.186691,25263
-42.477848,25264
-57.114113,25265
-70.869827,25266
-83.532921,25267
-94.908157,25268
-104.820168,25269
-113.116127,25270
-119.668137,25271
-124.375191,25272
-127.164703,25273
-127.993675,25274
-126.849327,25275
-123.749306,25276
-118.741394,25277
-111.902809,25278
-103.338982,25279
-93.181938,25280
-81.588287,25281
-68.736755,25282
-54.825489,25283
-40.068958,25284
-24.694672,25285
-8.939659,25286
6.953179,25287
22.738817,25288
38.173885,25289
53.020412,25290
67.049507,25291
80.044876,25292
91.806168,25293
102.152054,25294
110.923027,25295
117.983856,25296
123.225700,25297
126.567726,25298
127.958420,25299
127.376328,25300
124.830444,25301
120.360001,25302
114.033928,25303
105.949760,25304
96.232124,25305
85.030846,25306
72.518623,25307
58.888355,25308
44.350185,25309
29.128254,25310
13.457242,25311
-2.421244,25312
-18.262402,25313
-33.822002,25314
-48.860157,25315
-63.145016,25316
-76.456352,25317
-88.588928,25318
-99.355705,25319
-108.590683,25320
-116.151482,25321
-121.921532,25322
-125.811874,25323
-127.762543,25324
-127.743446,25325
-125.754890,25326
-121.827522,25327
-116.021904,25328
-108.427544,25329
-99.161514,25330
-88.366676,25331
-76.209465,25332
-62.877300,25333
-48.575741,25334
-33.525272,25335
-17.957932,25336
-2.113729,25337
13.763062,25338
29.427662,25339
44.638569,25340
59.161266,25341
72.771851,25342
85.260490,25343
96.434647,25344
106.122032,25345
114.173302,25346
120.464317,25347
124.898102,25348
127.406288,25349
127.950211,25350
126.521477,25351
123.142128,25352
117.864250,25353
110.769218,25354
101.966423,25355
91.591583,25356
79.804642,25357
66.787323,25358
52.740322,25359
37.880207,25360
22.436081,25361
6.646050,25362
-9.246446,25363
-24.996386,25364
-40.360947,25365
-55.103252,25366
-68.996010,25367
-81.825035,25368
-93.392532,25369
-103.520172,25370
-112.051804,25371
-118.855896,25372
-123.827545,25373
-126.890106,25374
-127.996361,25375
-127.129257,25376
-124.302155,25377
-119.558640,25378
-112.971855,25379
-104.643349,25380
-94.701515,25381
-83.299644,25382
-70.613510,25383
-56.838699,25384
-42.187595,25385
-26.886066,25386
-11.170028,25387
4.718223,25388
20.533731,25389
36.032665,25390
50.976070,25391
65.133560,25392
78.286865,25393
90.233192,25394
100.788368,25395
109.789658,25396
117.098282,25397
122.601562,25398
126.214653,25399
127.881851,25400
127.577454,25401
125.306152,25402
121.102959,25403
115.032684,25404
107.188919,25405
97.692581,25406
86.690079,25407
74.351051,25408
60.865734,25409
46.442024,25410
31.302303,25411
15.679985,25412
-0.184078,25413
-16.045301,25414
-31.659151,25415
-46.784901,25416
-61.189350,25417
-74.650421,25418
-86.960587,25419
-97.930054,25420
-107.389694,25421
-115.193672,25422
-121.221680,25423
-125.380760,25424
-127.606812,25425
-127.865509,25426
-126.152855,25427
-122.495262,25428
-116.949120,25429
-109.599937,25430
-100.561012,25431
-89.971703,25432
-77.995270,25433
-64.816360,25434
-50.638157,25435
-35.679249,25436
-20.170259,25437
-4.350298,25438
11.536732,25439
27.245897,25440
42.535004,25441
57.168331,25442
70.920280,25443
83.578827,25444
94.948807,25445
104.854935,25446
113.144478,25447
119.689629,25448
124.389488,25449
127.171600,25450
127.993057,25451
126.841209,25452
123.733803,25453
118.718758,25454
111.873375,25455
103.303215,25456
93.140388,25457
81.541588,25458
68.685631,25459
54.770729,25460
40.011406,25461
24.635216,25462
8.879214,25463
-7.013680,25464
-22.798443,25465
-38.231716,25466
-53.075554,25467
-67.101112,25468
-80.092148,25469
-91.848381,25470
-102.188553,25471
-110.953247,25472
-118.007339,25473
-123.242081,25474
-126.576752,25475
-127.959946,25476
-127.370346,25477
-124.817024,25478
-120.339363,25479
-114.006393,25480
-105.915749,25481
-96.192162,25482
-84.985550,25483
-72.468689,25484
-58.834549,25485
-44.293343,25486
-29.069248,25487
-13.396984,25488
2.481825,25489
18.322372,25490
33.880436,25491
48.916153,25492
63.197716,25493
76.504936,25494
88.632660,25495
99.393898,25496
108.622749,25497
116.176926,25498
121.939964,25499
125.823021,25500
127.766212,25501
127.739594,25502
125.743576,25503
121.808922,25504
115.996300,25505
108.395325,25506
99.123184,25507
88.322830,25508
76.160774,25509
62.824516,25510
48.519676,25511
33.466789,25512
17.897938,25513
2.053145,25514
-13.823300,25515
-29.486628,25516
-44.695351,25517
-59.214989,25518
-72.821693,25519
-85.305679,25520
-96.474480,25521
-106.155899,25522
-114.200676,25523
-120.484787,25524
-124.911346,25525
-127.412102,25526
-127.948502,25527
-126.512283,25528
-123.125580,25529
-117.840607,25530
-110.738846,25531
-101.929787,25532
-91.549248,25533
-79.757256,25534
-66.735626,25535
-52.685104,25536
-37.822327,25537
-22.376425,25538
-6.585539,25539
9.306878,25540
25.055807,25541
40.418446,25542
55.157936,25543
69.047035,25544
81.871620,25545
93.433960,25546
103.555801,25547
112.081085,25548
118.878372,25549
123.842880,25550
126.898056,25551
127.996803,25552
127.122185,25553
124.287682,25554
119.536987,25555
112.943359,25556
104.608444,25557
94.660744,25558
83.253624,25559
70.562958,25560
56.784405,25561
42.130383,25562
26.826822,25563
11.109666,25564
-4.778773,25565
-20.593536,25566
-36.090801,25567
-51.031643,25568
-65.185715,25569
-78.334793,25570
-90.276161,25571
-100.825706,25572
-109.820793,25573
-117.122734,25574
-122.618958,25575
-126.224724,25576
-127.884438,25577
-127.572517,25578
-125.293770,25579
-121.083328,25580
