
0
"-37,518852"
"-52,357063"
"-66,392342"
"-79,409439"
"-91,208733"
"-101,609276"
"-110,451561"
"-117,599983"
"-122,944931"
"-126,404419"
"-127,9254"
"-127,48455"
"-125,088623"
"-120,774376"
"-114,607956"
"-106,683937"
"-97,12384"
"-86,07428"
"-73,704704"
"-60,204807"
"-45,781628"
"-30,656349"
"-15,060934"
"0,765452"
"16,580099"
"32,140476"
"47,207958"
"61,551468"
"74,951042"
"87,201187"
"98,114029"
"107,522224"
"115,281479"
"121,272812"
"125,404327"
"127,612679"
"127,863991"
"126,154411"
"122,510162"
"116,987122"
"109,669998"
"100,671005"
"90,128143"
"78,203094"
"65,078751"
"50,956367"
"36,052536"
"20,595808"
"4,823227"
"-11,02332"
"-26,700817"
"-41,968838"
"-56,593231"
"-70,349724"
"-83,027359"
"-94,431702"
"-104,387863"
"-112,743156"
"-119,369446"
"-124,165115"
"-127,056625"
"-127,999619"
"-126,979645"
"-124,012344"
"-119,143219"
"-112,446938"
"-104,026207"
"-94,010147"
"-82,552376"
"-69,828598"
"-56,033947"
"-41,379974"
"-26,091408"
"-10,40271"
"5,445522"
"21,210241"
"36,649689"
"51,527081"
"65,614273"
"78,695213"
"90,569305"
"101,054451"
"109,989845"
"117,238472"
"122,689148"
"126,258301"
"127,891182"
"127,562752"
"125,278061"
"121,072128"
"115,009468"
"107,183044"
"97,712891"
"86,74424"
"74,445297"
"61,004681"
"46,62851"
"31,537256"
"15,962356"
"0,14266"
"-15,679223"
"-31,260654"
"-46,362679"
"-60,753696"
"-74,213013"
"-86,534218"
"-97,528351"
"-107,02681"
"-114,883942"
"-120,979233"
"-125,219223"
"-127,538872"
"-127,902626"
"-126,304893"
"-122,77018"
"-117,352692"
"-110,135513"
"-101,229317"
"-90,770699"
"-78,920044"
"-65,859085"
"-51,788136"
"-36,92297"
"-21,491566"
"-5,73057"
"10,118307"
"25,812014"
"41,109871"
"55,777279"
"69,589302"
"82,334122"
"93,816277"
"103,859695"
"112,310349"
"119,038635"
"123,941376"
"126,943375"
"127,998611"
"127,090889"
"124,234131"
"119,472145"
"112,877968"
"104,552719"
"94,624077"
"83,244301"
"70,587914"
"56,84901"
"42,238281"
"26,979794"
"11,307553"
"-4,538098"
"-20,314154"
"-35,778675"
"-50,694508"
"-64,832901"
"-77,977028"
"-89,925323"
"-100,494537"
"-109,522598"
"-116,871048"
"-122,427193"
"-126,10582"
"-127,850525"
"-127,634544"
"-125,461189"
"-121,363792"
"-115,40519"
"-107,676758"
"-98,297028"
"-87,409836"
"-75,182144"
"-61,801483"
"-47,473049"
"-32,416576"
"-16,862974"
"-1,050765"
"14,777558"
"30,379257"
"45,515068"
"59,952869"
"73,471245"
"85,862892"
"96,937759"
"106,526016"
"114,480614"
"120,679565"
"125,027809"
"127,458649"
"127,934822"
"126,449013"
"123,024017"
"117,712349"
"110,595474"
"101,782539"
"91,408691"
"79,633018"
"66,636116"
"52,617294"
"37,79155"
"22,386242"
"6,637624"
"-9,212786"
"-24,921911"
"-40,24884"
"-54,958523"
"-68,825371"
"-81,636734"
"-93,196136"
"-103,326309"
"-111,871887"
"-118,701828"
"-123,711388"
"-126,823738"
"-127,991158"
"-127,195724"
"-124,449654"
"-119,795059"
"-113,303314"
"-105,073975"
"-95,233246"
"-83,932045"
"-71,343681"
"-57,661209"
"-43,09446"
"-27,866821"
"-12,211827"
"3,630445"
"19,417042"
"34,905865"
"49,859379"
"64,048264"
"77,254913"
"89,27681"
"99,929573"
"109,049843"
"116,497749"
"122,159073"
"125,946999"
"127,803429"
"127,699905"
"125,638"
"121,649338"
"115,795097"
"108,165047"
"98,876205"
"88,07103"
"75,915207"
"62,595173"
"48,315193"
"33,294266"
"17,762745"
"1,958817"
"-13,87515"
"-29,49633"
"-44,665165"
"-59,149021"
"-72,725784"
"-85,187241"
"-96,342293"
"-106,019859"
"-114,071533"
"-120,373825"
"-124,830101"
"-127,372017"
"-127,960579"
"-126,586769"
"-123,27166"
"-118,066086"
"-111,049873"
"-102,330635"
"-92,042076"
"-80,34198"
"-67,409782"
"-53,443806"
"-38,658222"
"-23,279791"
"-7,544344"
"8,3068"
"24,030554"
"39,38578"
"54,136997"
"68,057983"
"80,935242"
"92,571304"
"102,787712"
"111,427795"
"118,359047"
"123,475174"
"126,697723"
"127,977257"
"127,294167"
"124,65892"
"120,111938"
"113,722954"
"105,589935"
"95,837616"
"84,615555"
"72,095856"
"58,470505"
"43,948467"
"28,752447"
"13,115486"
"-2,72261"
"-18,518953"
"-34,031296"
"-49,02174"
"-63,260403"
"-76,528915"
"-88,623802"
"-99,359573"
"-108,571594"
"-116,118584"
"-121,884811"
"-125,781837"
"-127,749908"
"-127,758835"
"-125,808487"
"-121,928764"
"-116,179184"
"-108,647896"
"-99,450417"
"-88,727791"
"-76,644455"
"-63,385715"
"-49,154911"
"-34,17028"
"-18,661619"
"-2,86677"
"12,972043"
"28,611919"
"43,813011"
"58,342197"
"71,976662"
"84,507309"
"95,741974"
"105,508362"
"113,6567"
"120,062027"
"124,626114"
"127,278961"
"127,979897"
"126,718155"
"123,5131"
"118,413879"
"111,498688"
"102,873581"
"92,67083"
"81,046906"
"68,180061"
"54,267624"
"39,522953"
"24,172169"
"8,450685"
"-7,400396"
"-23,137987"
"-38,520741"
"-53,312744"
"-67,287163"
"-80,229675"
"-91,941811"
"-102,24395"
"-110,978096"
"-118,010315"
"-123,23275"
"-126,565323"
"-127,956917"
"-127,3862"
"-124,861916"
"-120,422783"
"-114,136871"
"-106,100586"
"-96,437164"
"-85,294815"
"-72,844398"
"-59,276859"
"-44,800266"
"-29,636625"
"-14,018486"
"1,814638"
"17,619934"
"33,155014"
"48,181637"
"62,469357"
"75,799065"
"87,966331"
"98,784576"
"108,087883"
"115,733574"
"121,604408"
"125,610344"
"127,689957"
"127,81134"
"125,972641"
"122,202057"
"116,557419"
"109,125275"
"100,019615"
"89,380081"
"77,369835"
"64,173065"
"49,992153"
"35,044571"
"19,559555"
"3,77458"
"-12,068283"
"-27,726068"
"-42,958656"
"-57,532436"
"-71,223915"
"-83,82312"
"-95,136841"
"-104,991562"
"-113,236153"
"-119,744186"
"-124,415855"
"-127,179504"
"-127,992767"
"-126,843163"
"-123,748322"
"-118,755707"
"-111,941887"
"-103,411346"
"-93,294922"
"-81,747742"
"-68,946907"
"-55,088715"
"-40,385693"
"-25,06333"
"-9,3566"
"6,49362"
"22,244255"
"37,653759"
"52,485813"
"66,512955"
"79,520073"
"91,307693"
"101,695038"
"110,522812"
"117,65564"
"122,984123"
"126,426552"
"127,930138"
"127,471817"
"125,058624"
"120,727554"
"114,545044"
"106,605896"
"97,03186"
"85,969772"
"73,589279"
"60,080231"
"45,649807"
"30,519312"
"14,920779"
"-0,906575"
"-16,720026"
"-32,277061"
"-47,339108"
"-61,675171"
"-75,065399"
"-87,304443"
"-98,204605"
"-107,598724"
"-115,342743"
"-121,317886"
"-125,432533"
"-127,623573"
"-127,857407"
"-126,130455"
"-122,4692"
"-116,929787"
"-109,59716"
"-100,583786"
"-90,027878"
"-78,091324"
"-64,957184"
"-50,826878"
"-35,917099"
"-20,456507"
"-4,682199"
"11,163916"
"26,838821"
"42,102135"
"56,71978"
"70,467583"
"83,134712"
"94,526917"
"104,469467"
"112,809906"
"119,420319"
"124,199326"
"127,073647"
"127,999199"
"126,961784"
"123,977318"
"119,09156"
"112,379448"
"103,943909"
"93,914314"
"82,444473"
"69,710281"
"55,907028"
"41,246403"
"25,953228"
"10,262044"
"-5,586517"
"-21,349405"
"-36,784882"
"-51,656239"
"-65,735405"
"-78,806465"
"-90,668976"
"-101,141006"
"-110,061966"
"-117,295036"
"-122,729301"
"-126,281425"
"-127,896919"
"-127,551025"
"-125,249031"
"-121,026253"
"-114,947449"
"-107,105835"
"-97,621674"
"-86,640411"
"-74,330452"
"-60,880577"
"-46,497051"
"-31,400463"
"-15,822322"
"-0,001534"
"15,819278"
"31,397488"
"46,494194"
"60,877876"
"74,32795"
"86,638153"
"97,61969"
"107,104156"
"114,946098"
"121,025253"
"125,248398"
"127,550766"
"127,897041"
"126,281921"
"122,730171"
"117,296265"
"110,06353"
"101,142891"
"90,671143"
"78,808884"
"65,738037"
"51,659042"
"36,787823"
"21,352428"
"5,589582"
"-10,258986"
"-25,950224"
"-41,243496"
"-55,90427"
"-69,70771"
"-82,442123"
"-93,912231"
"-103,942123"
"-112,377983"
"-119,090439"
"-123,976555"
"-126,961395"
"-127,999191"
"-127,07402"
"-124,200073"
"-119,421425"
"-112,811356"
"-104,471237"
"-94,528984"
"-83,137047"
"-70,470146"
"-56,72253"
"-42,105034"
"-26,841822"
"-11,166971"
"4,679132"
"20,45348"
"35,914154"
"50,824062"
"64,954544"
"78,088898"
"90,025696"
"100,581886"
"109,595573"
"116,928535"
"122,468307"
"126,129936"
"127,857262"
"127,62381"
"125,433144"
"121,318863"
"115,34407"
"107,600388"
"98,206573"
"87,306686"
"75,067886"
"61,67786"
"47,341957"
"32,280033"
"16,723068"
"0,909643"
"-14,917732"
"-30,516333"
"-45,646942"
"-60,077522"
"-73,586769"
"-85,967499"
"-97,029861"
"-106,604195"
"-114,543671"
"-120,72654"
"-125,057968"
"-127,471542"
"-127,930237"
"-126,427032"
"-122,98497"
"-117,656845"
"-110,524361"
"-101,696899"
"-91,309845"
"-79,522476"
"-66,515579"
"-52,488609"
"-37,656689"
"-22,247276"
"-6,496684"
"9,35354"
"25,06032"
"40,382782"
"55,085945"
"68,944321"
"81,745384"
"93,292816"
"103,409538"
"111,940399"
"118,754562"
"123,747536"
"126,842751"
"127,992737"
"127,179855"
"124,416573"
"119,74527"
"113,237587"
"104,993317"
"95,138893"
"83,825439"
"71,226463"
"57,535179"
"42,961544"
"27,729063"
"12,071337"
"-3,771513"
"-19,556524"
"-35,041622"
"-49,989326"
"-64,17041"
"-77,367393"
"-89,377884"
"-100,0177"
"-109,123672"
"-116,556145"
"-122,201149"
"-125,972099"
"-127,811172"
"-127,69017"
"-125,610931"
"-121,605362"
"-115,734886"
"-108,089523"
"-98,78653"
"-87,968567"
"-75,801537"
"-62,472034"
"-48,184479"
"-33,157978"
"-17,622972"
"-1,817706"
"14,015436"
"29,63364"
"44,79739"
"59,274139"
"72,841873"
"85,292526"
"96,43515"
"106,098869"
"114,135483"
"120,421738"
"124,861237"
"127,385895"
"127,957001"
"126,565781"
"123,233582"
"118,011505"
"110,97963"
"102,245796"
"91,943947"
"80,232071"
"67,289772"
"53,315536"
"38,523663"
"23,141005"
"7,403459"
"-8,447623"
"-24,169155"
"-39,520035"
"-54,264847"
"-68,17746"
"-81,044525"
"-92,668716"
"-102,871758"
"-111,497177"
"-118,412712"
"-123,512291"
"-126,71772"
"-127,979843"
"-127,279289"
"-124,626816"
"-120,063095"
"-113,658112"
"-105,510101"
"-95,744011"
"-84,509613"
"-71,979202"
"-58,344929"
"-43,815895"
"-28,61491"
"-12,975095"
"2,863703"
"18,658585"
"34,16732"
"49,152077"
"63,383049"
"76,641991"
"88,725578"
"99,448486"
"108,646278"
"116,177895"
"121,927834"
"125,807922"
"127,758644"
"127,750099"
"125,78241"
"121,885742"
"116,119873"
"108,573219"
"99,361511"
"88,626015"
"76,531372"
"63,263069"
"49,024574"
"34,034252"
"18,52199"
"2,725678"
"-13,112434"
"-28,749458"
"-43,945587"
"-58,467777"
"-72,093315"
"-84,613258"
"-95,835587"
"-105,588203"
"-113,721542"
"-120,110878"
"-124,658226"
"-127,293846"
"-127,977318"
"-126,698158"
"-123,475983"
"-118,360222"
"-111,429306"
"-102,789543"
"-92,573425"
"-80,937622"
"-68,060577"
"-54,139778"
"-39,388699"
"-24,033567"
"-8,309861"
"7,541282"
"23,276773"
"38,6553"
"53,441017"
"67,407173"
"80,339592"
"92,03994"
"102,328789"
"111,048347"
"118,064896"
"123,270836"
"126,586319"
"127,960503"
"127,372314"
"124,83078"
"120,37487"
"114,072922"
"106,021576"
"96,344315"
"85,189537"
"72,72831"
"59,151741"
"44,668037"
"29,499317"
"13,8782"
"-1,955749"
"-17,759706"
"-33,291302"
"-48,312355"
"-62,592499"
"-75,912743"
"-88,068802"
"-98,87426"
"-108,163406"
"-115,793793"
"-121,648384"
"-125,637413"
"-127,699692"
"-127,803604"
"-125,947548"
"-122,159988"
"-116,499023"
"-109,051445"
"-99,931488"
"-89,279007"
"-77,257362"
"-64,050919"
"-49,862206"
"-34,908817"
"-19,420074"
"-3,633512"
"12,208773"
"27,863827"
"43,091568"
"57,65847"
"71,341133"
"83,929726"
"95,231194"
"105,07222"
"113,30188"
"119,793976"
"124,448936"
"127,195381"
"127,991188"
"126,824158"
"123,712173"
"118,70298"
"111,873375"
"103,328117"
"93,198242"
"81,639099"
"68,827957"
"54,961292"
"40,251751"
"24,924919"
"9,215846"
"-6,634561"
"-22,383221"
"-37,788616"
"-52,614498"
"-66,633492"
"-79,630615"
"-91,40654"
"-101,780678"
"-110,593933"
"-117,711143"
"-123,02317"
"-126,44854"
"-127,934723"
"-127,458931"
"-125,028465"
"-120,680588"
"-114,481987"
"-106,527718"
"-96,939766"
"-85,865166"
"-73,473763"
"-59,955578"
"-45,517933"
"-30,382238"
"-14,780606"
"1,047697"
"16,859934"
"32,413609"
"47,4702"
"61,798798"
"75,179665"
"87,407593"
"98,295059"
"107,675102"
"115,403862"
"121,362816"
"125,460579"
"127,634308"
"127,85067"
"126,106346"
"122,428085"
"116,872299"
"109,524193"
"100,496437"
"89,927505"
"77,979462"
"64,835541"
"50,697323"
"35,781624"
"20,317183"
"4,541164"
"-11,304497"
"-26,976795"
"-42,235382"
"-56,84626"
"-70,585358"
"-83,241974"
"-94,622009"
"-104,550949"
"-112,876518"
"-119,471046"
"-124,233391"
"-127,090523"
"-127,998627"
"-126,943771"
"-123,942139"
"-119,039764"
"-112,311821"
"-103,861488"
"-93,818367"
"-82,336464"
"-69,591873"
"-55,780041"
"-41,112778"
"-25,815018"
"-10,121366"
"5,727505"
"21,488541"
"36,920033"
"51,785328"
"65,856461"
"78,917625"
"90,768539"
"101,22744"
"110,133949"
"117,351463"
"122,76931"
"126,304398"
"127,902504"
"127,539139"
"125,219856"
"120,980232"
"114,885292"
"107,028496"
"97,530334"
"86,536476"
"74,215515"
"60,756397"
"46,36554"
"31,26363"
"15,682268"
"-0,139592"
"-15,959312"
"-31,534285"
"-46,625652"
"-61,001984"
"-74,442802"
"-86,741982"
"-97,710915"
"-107,181366"
"-115,008118"
"-121,071136"
"-125,277428"
"-127,5625"
"-127,891304"
"-126,258804"
"-122,690025"
"-117,2397"
"-109,991417"
"-101,056335"
"-90,571472"
"-78,697632"
"-65,616905"
"-51,529892"
"-36,652626"
"-21,213268"
"-5,448587"
"10,399652"
"26,088404"
"41,377071"
"56,031189"
"69,826027"
"82,550034"
"94,008064"
"104,024414"
"112,445473"
"119,142097"
"124,011581"
"126,979263"
"127,999611"
"127,056999"
"124,165863"
"119,370552"
"112,744606"
"104,389633"
"94,433769"
"83,029694"
"70,352287"
"56,595985"
"41,971733"
"26,703817"
"11,026377"
"-4,820162"
"-20,592779"
"-36,049591"
"-50,953556"
"-65,076111"
"-78,200668"
"-90,125961"
"-100,669113"
"-109,668419"
"-116,985878"
"-122,50927"
"-126,153893"
"-127,863853"
"-127,612915"
"-125,404945"
"-121,273788"
"-115,282814"
"-107,523888"
"-98,115997"
"-87,20343"
"-74,953529"
"-61,554161"
"-47,210812"
"-32,143448"
"-16,583141"
"-0,76852"
"15,057888"
"30,65337"
"45,778763"
"60,202099"
"73,702194"
"86,072006"
"97,121849"
"106,682243"
"114,60659"
"120,773361"
"125,087975"
"127,484276"
"127,925507"
"126,4049"
"122,945786"
"117,601196"
"110,45311"
"101,611137"
"91,210884"
"79,411842"
"66,394966"
"52,359863"
"37,521786"
"22,108284"
"6,355736"
"-9,494284"
"-25,1987"
"-40,516678"
"-55,213299"
"-69,063187"
"-81,853935"
"-93,389389"
"-103,492645"
"-112,008766"
"-118,807152"
"-123,783539"
"-126,86161"
"-127,994164"
"-127,163826"
"-124,383339"
"-119,695335"
"-113,171722"
"-104,912529"
"-95,044418"
"-83,718735"
"-71,109161"
"-57,409077"
"-42,828579"
"-27,591272"
"-11,930833"
"3,912575"
"19,695982"
"35,177334"
"50,119217"
"64,29248"
"77,479774"
"89,478859"
"100,105713"
"109,197372"
"116,614403"
"122,243065"
"125,99704"
"127,818756"
"127,680275"
"125,583717"
"121,561241"
"115,67453"
"108,013863"
"98,696724"
"87,865997"
"75,687775"
"62,348824"
"48,053703"
"33,021648"
"17,483179"
"1,676593"
"-14,155705"
"-29,770916"
"-44,929565"
"-59,399185"
"-72,957878"
"-85,397705"
"-96,527893"
"-106,17775"
"-114,199295"
"-120,469505"
"-124,892227"
"-127,399628"
"-127,953262"
"-126,54464"
"-123,195351"
"-117,956772"
"-110,909241"
"-102,160828"
"-91,845703"
"-80,122063"
"-67,169678"
"-53,187202"
"-38,389057"
"-23,00219"
"-7,262565"
"8,588437"
"24,307728"
"39,654243"
"54,392628"
"68,29686"
"81,153717"
"92,766006"
"102,955673"
"111,566429"
"118,466225"
"123,549263"
"126,737572"
"127,982269"
"127,264259"
"124,594551"
"120,014099"
"113,593132"
"105,430138"
"95,650284"
"84,403572"
"71,862457"
"58,21928"
"43,683266"
"28,477339"
"12,834688"
"-3,004792"
"-18,798191"
"-34,303307"
"-49,282356"
"-63,505619"
"-76,754982"
"-88,82724"
"-99,53727"
"-108,720825"
"-116,237061"
"-121,970711"
"-125,833847"
"-127,767235"
"-127,741211"
"-125,756172"
"-121,842575"
"-116,060425"
"-108,498405"
"-99,272484"
"-88,524139"
"-76,418205"
"-63,140347"
"-48,89418"
"-33,898186"
"-18,382338"
"-2,584582"
"13,25281"
"28,886961"
"44,07811"
"58,593285"
"72,209885"
"84,719101"
"95,929077"
"105,667908"
"113,786247"
"120,159584"
"124,690186"
"127,308571"
"127,974579"
"126,678001"
"123,438721"
"118,306419"
"111,359795"
"102,705383"
"92,475906"
"80,828239"
"67,941017"
"54,011864"
"39,254398"
"23,894936"
"8,169028"
"-7,682158"
"-23,415533"
"-38,789814"
"-53,569221"
"-67,527107"
"-80,449409"
"-92,137962"
"-102,413513"
"-111,118469"
"-118,119339"
"-123,308762"
"-126,607155"
"-127,963928"
"-127,358284"
"-124,799492"
"-120,326813"
"-114,008835"
"-105,942444"
"-96,251343"
"-85,084152"
"-72,612137"
"-59,026554"
"-44,535759"
"-29,361971"
"-13,737897"
"2,096858"
"17,899456"
"33,427551"
"48,443012"
"62,715561"
"76,026321"
"88,171158"
"98,963829"
"108,238808"
"115,853867"
"121,692215"
"125,664322"
"127,709274"
"127,795708"
"125,922302"
"122,117775"
"116,440483"
"108,977486"
"99,843239"
"89,177826"
"77,144791"
"63,928692"
"49,732197"
"34,773018"
"19,280571"
"3,492441"
"-12,349248"
"-28,001553"
"-43,22443"
"-57,784431"
"-71,458267"
"-84,036232"
"-95,325432"
"-105,152756"
"-113,367477"
"-119,84362"
"-124,481873"
"-127,211105"
"-127,989456"
"-126,804993"
"-123,67588"
"-118,650101"
"-111,804733"
"-103,244759"
"-93,101448"
"-81,530357"
"-68,708931"
"-54,833805"
"-40,11776"
"-24,78648"
"-9,07508"
"6,775493"
"22,52216"
"37,923431"
"52,743118"
"66,753952"
"79,741058"
"91,50528"
"101,866196"
"110,664917"
"117,76651"
"123,062065"
"126,470367"
"127,939156"
"127,445892"
"124,998154"
"120,633476"
"114,418793"
"106,449409"
"96,847549"
"85,760452"
"73,358154"
"59,830856"
"45,386005"
"30,245127"
"14,640415"
"-1,188818"
"-16,999819"
"-32,550117"
"-47,601231"
"-61,922348"
"-75,293839"
"-87,510635"
"-98,385399"
"-107,751343"
"-115,464836"
"-121,407593"
"-125,488472"
"-127,64489"
"-127,843781"
"-126,082085"
"-122,386826"
"-116,814674"
"-109,45108"
"-100,408974"
"-89,827019"
"-77,8675"
"-64,713821"
"-50,567707"
"-35,646099"
"-20,177834"
"-4,400124"
"11,445065"
"27,114735"
"42,36858"
"56,972672"
"70,703041"
"83,349129"
"94,716995"
"104,632301"
"112,943001"
"119,521622"
"124,267296"
"127,107239"
"127,997894"
"126,925598"
"123,906815"
"118,987816"
"112,244057"
"103,778946"
"93,722305"
"82,228363"
"69,473389"
"55,652988"
"40,979103"
"25,676777"
"9,980676"
"-5,868486"
"-21,627651"
"-37,055138"
"-51,91436"
"-65,977432"
"-79,028694"
"-90,867989"
"-101,313751"
"-110,205795"
"-117,407753"
"-122,809166"
"-126,327209"
"-127,907936"
"-127,527092"
"-125,190529"
"-120,934067"
"-114,822998"
"-106,951027"
"-97,438881"
"-86,432434"
"-74,100487"
"-60,632145"
"-46,233971"
"-31,126759"
"-15,542196"
"0,280718"
"16,099327"
"31,671041"
"46,757057"
"61,126015"
"74,557564"
"86,845711"
"97,802017"
"107,258453"
"115,07"
"121,116859"
"125,306305"
"127,574081"
"127,885414"
"126,235527"
"122,649719"
"117,182991"
"109,919167"
"100,969658"
"90,471695"
"78,586281"
"65,495689"
"51,400673"
"36,517387"
"21,07408"
"5,307585"
"-10,540305"
"-26,226553"
"-41,510597"
"-56,158043"
"-69,94426"
"-82,657837"
"-94,10379"
"-104,10659"
"-112,512833"
"-119,193611"
"-124,046463"
"-126,996971"
"-127,999886"
"-127,039818"
"-124,131508"
"-119,319542"
"-112,677719"
"-104,307899"
"-94,338448"
"-82,922234"
"-70,234352"
"-56,469368"
"-41,838387"
"-26,565781"
"-10,885769"
"4,961185"
"20,732054"
"36,184982"
"51,082985"
"65,197594"
"78,312347"
"90,22612"
"100,75621"
"109,741127"
"117,043083"
"122,550087"
"126,177696"
"127,870277"
"127,601875"
"125,376595"
"121,228569"
"115,22142"
"107,447258"
"98,025307"
"87,100067"
"74,839081"
"61,430386"
"47,079605"
"32,006824"
"16,443193"
"0,627396"
"-15,198025"
"-30,790371"
"-45,910526"
"-60,326607"
"-73,817535"
"-86,176414"
"-97,213715"
"-106,760162"
"-114,669373"
"-120,82003"
"-125,117828"
"-127,496849"
"-127,920609"
"-126,382614"
"-122,906441"
"-117,54541"
"-110,381721"
"-101,525253"
"-91,111816"
"-79,301117"
"-66,274269"
"-52,231052"
"-37,386837"
"-21,969267"
"-6,21478"
"9,635015"
"25,337049"
"40,65052"
"55,340588"
"69,181961"
"81,962379"
"93,48584"
"103,57563"
"112,077003"
"118,859596"
"123,819389"
"126,88031"
"127,99543"
"127,147644"
"124,349953"
"119,645264"
"113,105721"
"104,831612"
"94,949837"
"83,611931"
"70,991776"
"57,282906"
"42,69556"
"27,453447"
"11,790314"
"-4,053633"
"-19,835415"
"-35,313004"
"-50,249043"
"-64,414474"
"-77,592064"
"-89,57972"
"-100,193596"
"-109,270935"
"-116,672516"
"-122,284843"
"-126,021835"
"-127,826187"
"-127,670227"
"-125,556351"
"-121,516975"
"-115,614037"
"-107,938072"
"-98,606804"
"-87,763321"
"-75,573914"
"-62,225533"
"-47,922871"
"-32,885281"
"-17,343365"
"-1,535478"
"14,295958"
"29,908154"
"45,061684"
"59,524162"
"73,073792"
"85,502777"
"96,620514"
"106,2565"
"114,26297"
"120,51712"
"124,923058"
"127,4132"
"127,949371"
"126,523338"
"123,156975"
"117,901909"
"110,838722"
"102,075745"
"91,747353"
"80,011955"
"67,049507"
"53,058804"
"38,254406"
"22,863346"
"7,121661"
"-8,72924"
"-24,446272"
"-39,788403"
"-54,520348"
"-68,416183"
"-81,262802"
"-92,863197"
"-103,039459"
"-111,635536"
"-118,5196"
"-123,586075"
"-126,757263"
"-127,984535"
"-127,249069"
"-124,562141"
"-119,964958"
"-113,528023"
"-105,350044"
"-95,55645"
"-84,297417"
"-71,745628"
"-58,093563"
"-43,550587"
"-28,339731"
"-12,694265"
"3,145878"
"18,937777"
"34,439251"
"49,412571"
"63,628113"
"76,867874"
"88,928802"
"99,625938"
"108,795242"
"116,296082"
"122,013443"
"125,859627"
"127,775665"
"127,732162"
"125,72979"
"121,799255"
"116,000839"
"108,423462"
"99,183334"
"88,42215"
"76,304947"
"63,017548"
"48,763725"
"33,762077"
"18,242662"
"2,443483"
"-13,39317"
"-29,024429"
"-44,210575"
"-58,718719"
"-72,32637"
"-84,824837"
"-96,022453"
"-105,74749"
"-113,850815"
"-120,208145"
"-124,722"
"-127,323143"
"-127,971687"
"-126,657692"
"-123,401306"
"-118,252472"
"-111,290138"
"-102,621094"
"-92,378273"
"-80,718765"
"-67,821365"
"-53,883884"
"-39,120049"
"-23,756277"
"-8,028185"
"7,823026"
"23,554264"
"38,924278"
"53,697361"
"67,646957"
"80,559128"
"92,23587"
"102,4981"
"111,188454"
"118,173637"
"123,34655"
"126,627838"
"127,967201"
"127,344086"
"124,768059"
"120,278618"
"113,944611"
"105,863174"
"96,158249"
"84,978668"
"72,495865"
"58,901295"
"44,403423"
"29,22459"
"13,597578"
"-2,237964"
"-18,039185"
"-33,563763"
"-48,573612"
"-62,838551"
"-76,139809"
"-88,273407"
"-99,053268"
"-108,314072"
"-115,913795"
"-121,735901"
"-125,691086"
"-127,718704"
"-127,787659"
"-125,896896"
"-122,075409"
"-116,381805"
"-108,903397"
"-99,754868"
"-89,07653"
"-77,032135"
"-63,806389"
"-49,602127"
"-34,63718"
"-19,141043"
"-3,351365"
"12,489709"
"28,139244"
"43,357243"
"57,910324"
"71,57531"
"84,142632"
"95,419563"
"105,233162"
"113,43293"
"119,89312"
"124,514656"
"127,226669"
"127,987564"
"126,785675"
"123,639435"
"118,597084"
"111,735962"
"103,161278"
"93,004539"
"81,421509"
"68,589821"
"54,706249"
"39,983719"
"24,64801"
"8,934303"
"-6,916417"
"-22,66107"
"-38,058197"
"-52,871674"
"-66,874321"
"-79,851402"
"-91,603905"
"-101,951591"
"-110,735771"
"-117,821732"
"-123,100807"
"-126,492043"
"-127,943428"
"-127,432701"
"-124,967697"
"-120,58622"
"-114,355461"
"-106,370979"
"-96,755211"
"-85,655632"
"-73,242462"
"-59,706059"
"-45,254021"
"-30,107977"
"-14,500206"
"1,329937"
"17,139685"
"32,686584"
"47,732208"
"62,045822"
"75,407921"
"87,613579"
"98,475616"
"107,827454"
"115,525681"
"121,452225"
"125,51622"
"127,655319"
"127,836731"
"126,057671"
"122,345421"
"116,756912"
"109,377846"
"100,321388"
"89,726425"
"77,75544"
"64,592018"
"50,43803"
"35,510536"
"20,03846"
"4,259079"
"-11,585619"
"-27,252642"
"-42,501724"
"-57,09901"
"-70,820641"
"-83,456184"
"-94,811867"
"-104,713531"
"-113,009338"
"-119,57206"
"-124,301056"
"-127,123802"
"-127,997002"
"-126,90728"
"-123,87133"
"-118,93573"
"-112,176155"
"-103,696274"
"-93,626129"
"-82,120163"
"-69,35482"
"-55,525864"
"-40,845383"
"-25,538504"
"-9,839972"
"6,009461"
"21,766735"
"37,190201"
"52,043324"
"66,098328"
"79,139656"
"90,967323"
"101,39994"
"110,277512"
"117,46389"
"122,848877"
"126,349876"
"127,913208"
"127,514893"
"125,161041"
"120,887756"
"114,760559"
"106,873421"
"97,347305"
"86,328293"
"73,985367"
"60,50782"
"46,102341"
"30,989849"
"15,402104"
"-0,421844"
"-16,239323"
"-31,80776"
"-46,888401"
"-61,249973"
"-74,672226"
"-86,949333"
"-97,892998"
"-107,335403"
"-115,131737"
"-121,162445"
"-125,33503"
"-127,58551"
"-127,879364"
"-126,212097"
"-122,609268"
"-117,126137"
"-109,846786"
"-100,882858"
"-90,371811"
"-78,474838"
"-65,374397"
"-51,271397"
"-36,382103"
"-20,934868"
"-5,166577"
"10,680945"
"26,364668"
"41,64407"
"56,284828"
"70,062416"
"82,765541"
"94,199394"
"104,188629"
"112,580055"
"119,24498"
"124,081192"
"127,014526"
"127,999992"
"127,022491"
"124,097"
"119,268379"
"112,610695"
