
0
"-124,190697"
"-127,074432"
"-127,999016"
"-126,950203"
"-123,944153"
"-119,027214"
"-112,275192"
"-103,792183"
"-93,708984"
"-82,181038"
"-69,386078"
"-55,521374"
"-40,800674"
"-25,450939"
"-9,708818"
"6,182987"
"21,979467"
"37,43708"
"52,317516"
"66,391357"
"79,44162"
"91,267097"
"101,685486"
"110,536156"
"117,682655"
"123,014801"
"126,450386"
"127,93644"
"127,450058"
"124,998734"
"120,620262"
"114,382156"
"106,380577"
"96,738892"
"85,605751"
"73,152802"
"59,572025"
"45,072811"
"29,878695"
"14,223927"
"-1,650134"
"-17,498755"
"-33,077591"
"-48,146461"
"-62,473042"
"-75,836449"
"-88,03067"
"-98,867683"
"-108,180428"
"-115,825317"
"-121,684486"
"-125,667603"
"-127,713264"
"-127,789932"
"-125,896416"
"-122,061913"
"-116,345535"
"-108,835426"
"-99,647369"
"-88,923012"
"-76,827698"
"-63,547901"
"-49,288372"
"-34,268944"
"-18,721184"
"-2,88479"
"12,996078"
"28,676582"
"43,91497"
"58,476303"
"72,136093"
"84,683731"
"95,925774"
"105,688904"
"113,822586"
"120,201424"
"124,727081"
"127,329781"
"127,969398"
"126,636063"
"123,350334"
"118,16288"
"111,153664"
"102,430763"
"92,128647"
"80,406151"
"67,444008"
"53,442062"
"38,61618"
"23,194939"
"7,416093"
"-8,477088"
"-24,239576"
"-39,628353"
"-54,406166"
"-68,345184"
"-81,230499"
"-92,863457"
"-103,064713"
"-111,676979"
"-118,567482"
"-123,629997"
"-126,786469"
"-127,988228"
"-127,216751"
"-124,483932"
"-119,831902"
"-113,332382"
"-105,085579"
"-95,218636"
"-83,883682"
"-71,255455"
"-57,528667"
"-42,91494"
"-27,639578"
"-11,938087"
"3,947457"
"19,772142"
"35,291992"
"50,267735"
"64,468483"
"77,675301"
"89,68457"
"100,31115"
"109,39119"
"116,784714"
"122,377724"
"126,084007"
"127,846397"
"127,637749"
"125,461266"
"121,350494"
"115,368835"
"107,60849"
"98,18911"
"87,255913"
"74,977463"
"61,543064"
"47,159832"
"32,049522"
"16,445095"
"0,587129"
"-15,27989"
"-30,911333"
"-46,066208"
"-60,51086"
"-74,022598"
"-86,393112"
"-97,431664"
"-106,968086"
"-114,855347"
"-120,97184"
"-125,223274"
"-127,544098"
"-127,898529"
"-126,281113"
"-122,716774"
"-117,260468"
"-109,996323"
"-101,036324"
"-90,518616"
"-78,605354"
"-65,480202"
"-51,345528"
"-36,419239"
"-20,931461"
"-5,120978"
"10,768457"
"26,491873"
"41,806854"
"56,477283"
"70,276985"
"82,993202"
"94,429886"
"104,410713"
"112,781807"
"119,414108"
"124,205353"
"127,081696"
"127,998764"
"126,942444"
"123,929008"
"119,004913"
"112,246078"
"103,756714"
"93,667694"
"82,134575"
"69,335152"
"55,46677"
"40,743237"
"25,391554"
"9,648399"
"-6,243508"
"-22,039156"
"-37,495022"
"-52,37281"
"-66,443153"
"-79,48912"
"-91,30957"
"-101,722282"
"-110,566696"
"-117,706474"
"-123,031532"
"-126,45977"
"-127,938332"
"-127,444435"
"-124,98568"
"-120,599976"
"-114,354942"
"-106,346863"
"-96,699203"
"-85,560692"
"-73,103065"
"-59,518391"
"-45,016094"
"-29,819773"
"-14,16371"
"1,710721"
"17,558777"
"33,136124"
"48,202599"
"62,525917"
"75,885254"
"88,074646"
"98,906158"
"108,212799"
"115,851089"
"121,70327"
"125,679108"
"127,717308"
"127,786446"
"125,88546"
"122,043655"
"116,320267"
"108,803528"
"99,609322"
"88,879417"
"76,779221"
"63,495296"
"49,232445"
"34,21056"
"18,66124"
"2,824213"
"-13,056356"
"-28,73563"
"-43,971878"
"-58,530197"
"-72,186134"
"-84,729156"
"-95,965881"
"-105,723068"
"-113,850288"
"-120,222237"
"-124,740685"
"-127,33596"
"-127,968056"
"-126,627228"
"-123,334145"
"-118,139572"
"-111,123611"
"-102,394417"
"-92,086571"
"-80,359001"
"-67,392502"
"-53,386997"
"-38,558407"
"-23,135347"
"-7,355602"
"8,537546"
"24,299068"
"39,685963"
"54,461006"
"68,396408"
"81,277321"
"92,905151"
"103,100632"
"111,706573"
"118,590302"
"123,645683"
"126,794777"
"127,989037"
"127,210045"
"124,46981"
"119,810585"
"113,304207"
"105,050972"
"95,178131"
"83,837906"
"71,205116"
"57,474533"
"42,857849"
"27,580412"
"11,877758"
"-4,00802"
"-19,832005"
"-35,350231"
"-50,323456"
"-64,520821"
"-77,72345"
"-89,727791"
"-100,34877"
"-109,422638"
"-116,809502"
"-122,395477"
"-126,094437"
"-127,849358"
"-127,633179"
"-125,449242"
"-121,331207"
"-115,342575"
"-107,575661"
"-98,150223"
"-87,211571"
"-74,928345"
"-61,489925"
"-47,103497"
"-31,990858"
"-16,385004"
"-0,526537"
"15,340047"
"30,970129"
"46,122734"
"60,564251"
"74,072029"
"86,437813"
"97,470955"
"107,00135"
"114,88208"
"120,991631"
"125,235809"
"127,549194"
"127,896103"
"126,271202"
"122,699532"
"117,23616"
"109,965324"
"100,999115"
"90,475761"
"78,557526"
"65,428131"
"51,29002"
"36,361145"
"20,871683"
"5,060434"
"-10,828834"
"-26,551149"
"-41,864117"
"-56,531651"
"-70,327621"
"-83,039322"
"-94,470779"
"-104,445755"
"-112,810448"
"-119,435913"
"-124,219986"
"-127,088921"
"-127,998489"
"-126,934654"
"-123,913834"
"-118,982582"
"-112,216949"
"-103,721222"
"-93,626389"
"-82,088089"
"-69,28421"
"-55,412155"
"-40,685795"
"-25,332163"
"-9,587978"
"6,304027"
"22,098841"
"37,552952"
"52,428093"
"66,494934"
"79,536598"
"91,352028"
"101,759048"
"110,597214"
"117,73027"
"123,048233"
"126,469124"
"127,940201"
"127,438782"
"124,972588"
"120,579659"
"114,327713"
"106,313133"
"96,659492"
"85,515617"
"73,053322"
"59,464741"
"44,95937"
"29,760845"
"14,103487"
"-1,771308"
"-17,618793"
"-33,194645"
"-48,258724"
"-62,578781"
"-75,934044"
"-88,118599"
"-98,944611"
"-108,245155"
"-115,876846"
"-121,722023"
"-125,690575"
"-127,721313"
"-127,782936"
"-125,874481"
"-122,025375"
"-116,294968"
"-108,771599"
"-99,571259"
"-88,8358"
"-76,730736"
"-63,44268"
"-49,17651"
"-34,152168"
"-18,601294"
"-2,763635"
"13,116631"
"28,794674"
"44,028778"
"58,584076"
"72,236168"
"84,774567"
"96,005966"
"105,757217"
"113,877968"
"120,243027"
"124,754257"
"127,34211"
"127,96669"
"126,618362"
"123,317917"
"118,116241"
"111,093521"
"102,35804"
"92,044472"
"80,311829"
"67,340981"
"53,331921"
"38,500626"
"23,07575"
"7,295109"
"-8,598002"
"-24,358557"
"-39,743565"
"-54,515835"
"-68,447617"
"-81,32412"
"-92,946815"
"-103,136528"
"-111,736145"
"-118,613091"
"-123,661339"
"-126,803055"
"-127,989815"
"-127,203308"
"-124,455666"
"-119,789246"
"-113,276001"
"-105,016342"
"-95,137611"
"-83,792107"
"-71,154755"
"-57,420387"
"-42,800751"
"-27,52124"
"-11,817426"
"4,068582"
"19,891863"
"35,408466"
"50,379162"
"64,573151"
"77,771584"
"89,770996"
"100,386375"
"109,454063"
"116,834267"
"122,413193"
"126,104836"
"127,85228"
"127,628578"
"125,437187"
"121,31189"
"115,316292"
"107,542816"
"98,11132"
"87,167206"
"74,879211"
"61,436779"
"47,047153"
"31,932184"
"16,324909"
"0,465946"
"-15,400201"
"-31,028917"
"-46,179249"
"-60,617622"
"-74,121437"
"-86,482491"
"-97,510216"
"-107,034592"
"-114,908783"
"-121,011391"
"-125,248322"
"-127,55426"
"-127,893646"
"-126,261261"
"-122,682259"
"-117,211823"
"-109,934296"
"-100,961876"
"-90,432892"
"-78,509674"
"-65,376045"
"-51,234497"
"-36,303047"
"-20,811899"
"-4,999888"
"10,889208"
"26,61042"
"41,921371"
"56,58601"
"70,378242"
"83,085426"
"94,511658"
"104,480766"
"112,839066"
"119,457687"
"124,234589"
"127,096123"
"127,998177"
"126,926842"
"123,898628"
"118,960236"
"112,187782"
"103,685699"
"93,58506"
"82,041588"
"69,233253"
"55,357529"
"40,628338"
"25,272766"
"9,527555"
"-6,364545"
"-22,158522"
"-37,610874"
"-52,483364"
"-66,5467"
"-79,584068"
"-91,394463"
"-101,795792"
"-110,627708"
"-117,754036"
"-123,064911"
"-126,478455"
"-127,942039"
"-127,433098"
"-124,959473"
"-120,559311"
"-114,300446"
"-106,279373"
"-96,619759"
"-85,47052"
"-73,003563"
"-59,411076"
"-44,902634"
"-29,70191"
"-14,043262"
"1,831894"
"17,678808"
"33,253162"
"48,314838"
"62,631634"
"75,982811"
"88,162537"
"98,98304"
"108,277481"
"115,902573"
"121,740753"
"125,702019"
"127,725296"
"127,779388"
"125,863464"
"122,007065"
"116,269638"
"108,739647"
"99,533173"
"88,792168"
"76,682228"
"63,390045"
"49,120564"
"34,093769"
"18,541342"
"2,703057"
"-13,176903"
"-28,853708"
"-44,08567"
"-58,637943"
"-72,286179"
"-84,819954"
"-96,046036"
"-105,791336"
"-113,905624"
"-120,263786"
"-124,767799"
"-127,348228"
"-127,965294"
"-126,609467"
"-123,301666"
"-118,09288"
"-111,063416"
"-102,321648"
"-92,002357"
"-80,264633"
"-67,289444"
"-53,276833"
"-38,442833"
"-23,016148"
"-7,234614"
"8,658457"
"24,418039"
"39,801159"
"54,570652"
"68,49881"
"81,370903"
"92,988464"
"103,172401"
"111,765694"
"118,635857"
"123,676964"
"126,81131"
"127,990562"
"127,196541"
"124,44149"
"119,767883"
"113,247772"
"104,981689"
"95,097061"
"83,746292"
"71,104378"
"57,366226"
"42,743641"
"27,462063"
"11,757091"
"-4,129143"
"-19,951717"
"-35,46669"
"-50,43486"
"-64,625458"
"-77,819702"
"-89,814178"
"-100,423958"
"-109,485466"
"-116,859001"
"-122,430885"
"-126,115211"
"-127,855171"
"-127,623955"
"-125,42511"
"-121,292549"
"-115,289978"
"-107,509941"
"-98,072395"
"-87,122826"
"-74,830063"
"-61,383614"
"-46,990795"
"-31,873505"
"-16,264809"
"-0,405354"
"15,460351"
"31,087698"
"46,235756"
"60,670982"
"74,170822"
"86,527153"
"97,549454"
"107,06781"
"114,935471"
"121,03112"
"125,260803"
"127,559296"
"127,891167"
"126,251289"
"122,664963"
"117,187462"
"109,903252"
"100,924622"
"90,389999"
"78,461815"
"65,323952"
"51,178967"
"36,244938"
"20,752111"
"4,939342"
"-10,949578"
"-26,669685"
"-41,978619"
"-56,64035"
"-70,428841"
"-83,131508"
"-94,552505"
"-104,515762"
"-112,867661"
"-119,479439"
"-124,249161"
"-127,103302"
"-127,997841"
"-126,918999"
"-123,8834"
"-118,937851"
"-112,1586"
"-103,650162"
"-93,543716"
"-81,995071"
"-69,182281"
"-55,302891"
"-40,570877"
"-25,213364"
"-9,46713"
"6,425062"
"22,218197"
"37,668785"
"52,538624"
"66,598457"
"79,631516"
"91,436874"
"101,832512"
"110,658173"
"117,777779"
"123,081558"
"126,487755"
"127,943848"
"127,427383"
"124,946335"
"120,53894"
"114,273163"
"106,245598"
"96,580009"
"85,425407"
"72,953781"
"59,357399"
"44,845886"
"29,642967"
"13,983034"
"-1,89248"
"-17,738817"
"-33,311668"
"-48,370945"
"-62,684467"
"-76,031563"
"-88,206459"
"-99,021446"
"-108,309784"
"-115,928268"
"-121,75946"
"-125,71344"
"-127,729248"
"-127,775818"
"-125,852425"
"-121,988724"
"-116,244286"
"-108,707664"
"-99,495064"
"-88,748512"
"-76,633698"
"-63,337399"
"-49,064602"
"-34,035362"
"-18,481386"
"-2,642478"
"13,237171"
"28,912739"
"44,142548"
"58,691799"
"72,336174"
"84,865326"
"96,086075"
"105,825432"
"113,93325"
"120,284515"
"124,781319"
"127,354324"
"127,963867"
"126,600548"
"123,285385"
"118,069489"
"111,033279"
"102,285233"
"91,96022"
"80,21743"
"67,237892"
"53,221733"
"38,385033"
"22,956541"
"7,174118"
"-8,718909"
"-24,477516"
"-39,858742"
"-54,625454"
"-68,549988"
"-81,417664"
"-93,030098"
"-103,208252"
"-111,795212"
"-118,658592"
"-123,692566"
"-126,819534"
"-127,991287"
"-127,189751"
"-124,427292"
"-119,74649"
"-113,219521"
"-104,947006"
"-95,056496"
"-83,700462"
"-71,053986"
"-57,312054"
"-42,686523"
"-27,402878"
"-11,696754"
"4,189703"
"20,011566"
"35,524906"
"50,490543"
"64,67775"
"77,867805"
"89,857338"
"100,461517"
"109,516846"
"116,883713"
"122,448547"
"126,125557"
"127,85804"
"127,619301"
"125,413002"
"121,273178"
"115,263641"
"107,477051"
"98,033447"
"87,07843"
"74,780891"
"61,330437"
"46,934429"
"31,814817"
"16,204706"
"0,344762"
"-15,520498"
"-31,146473"
"-46,292252"
"-60,724331"
"-74,2202"
"-86,571793"
"-97,588676"
"-107,101006"
"-114,96212"
"-121,050835"
"-125,273254"
"-127,564308"
"-127,888649"
"-126,241295"
"-122,647636"
"-117,163078"
"-109,872177"
"-100,887344"
"-90,347092"
"-78,413925"
"-65,271835"
"-51,123421"
"-36,186821"
"-20,692318"
"-4,878794"
"11,009948"
"26,728945"
"42,035854"
"56,694683"
"70,479431"
"83,177574"
"94,593338"
"104,550728"
"112,896225"
"119,50116"
"124,26371"
"127,110443"
"127,997475"
"126,911125"
"123,868141"
"118,915443"
"112,129387"
"103,614601"
"93,502342"
"81,948532"
"69,131294"
"55,248241"
"40,513401"
"25,153955"
"9,406703"
"-6,485577"
"-22,277866"
"-37,726692"
"-52,593868"
"-66,650192"
"-79,678947"
"-91,479263"
"-101,869217"
"-110,688614"
"-117,801491"
"-123,098183"
"-126,497025"
"-127,945625"
"-127,421646"
"-124,933167"
"-120,518547"
"-114,24585"
"-106,211792"
"-96,54023"
"-85,38028"
"-72,903984"
"-59,303711"
"-44,789127"
"-29,584019"
"-13,922803"
"1,953065"
"17,798822"
"33,370171"
"48,42704"
"62,737289"
"76,080299"
"88,250359"
"99,05983"
"108,342056"
"115,953949"
"121,77813"
"125,724823"
"127,733177"
"127,772224"
"125,841362"
"121,97036"
"116,218903"
"108,675667"
"99,456932"
"88,704842"
"76,585159"
"63,284737"
"49,008633"
"33,976948"
"18,421427"
"2,581898"
"-13,297438"
"-28,971762"
"-44,199417"
"-58,74564"
"-72,386154"
"-84,910675"
"-96,126099"
"-105,859512"
"-113,960854"
"-120,305222"
"-124,794807"
"-127,36039"
"-127,96241"
"-126,591599"
"-123,269081"
"-118,046074"
"-111,00312"
"-102,248795"
"-91,91806"
"-80,170204"
"-67,186325"
"-53,166622"
"-38,327225"
"-22,896929"
"-7,11362"
"8,77936"
"24,536987"
"39,916317"
"54,680244"
"68,601151"
"81,464409"
"93,071701"
"103,24408"
"111,824707"
"118,681297"
"123,708138"
"126,827728"
"127,991974"
"127,18293"
"124,413055"
"119,725075"
"113,191246"
"104,912308"
"95,0159"
"83,65461"
"71,003578"
"57,25787"
"42,629395"
"27,343687"
"11,636414"
"-4,250263"
"-20,071411"
"-35,583111"
"-50,546215"
"-64,730034"
"-77,915886"
"-89,900482"
"-100,499054"
"-109,548195"
"-116,908401"
"-122,466187"
"-126,135872"
"-127,860878"
"-127,614616"
"-125,400871"
"-121,253777"
"-115,237282"
"-107,44413"
"-97,994476"
"-87,034004"
"-74,731712"
"-61,277245"
"-46,878052"
"-31,756123"
"-16,1446"
"-0,28417"
"15,580642"
"31,20524"
"46,34874"
"60,777664"
"74,269554"
"86,616409"
"97,627876"
"107,134178"
"114,988754"
"121,070511"
"125,285683"
"127,56929"
"127,886108"
"126,23127"
"122,630287"
"117,138664"
"109,84108"
"100,850037"
"90,304161"
"78,366028"
"65,219704"
"51,067867"
"36,128696"
"20,632521"
"4,818245"
"-11,070314"
"-26,788198"
"-42,093082"
"-56,749001"
"-70,529999"
"-83,223618"
"-94,634148"
"-104,58567"
"-112,924767"
"-119,522858"
"-124,278229"
"-127,117561"
"-127,997078"
"-126,903221"
"-123,852859"
"-118,893013"
"-112,100151"
"-103,57901"
"-93,460953"
"-81,901978"
"-69,080292"
"-55,193577"
"-40,455921"
"-25,094543"
"-9,346273"
"6,546091"
"22,337532"
"37,784588"
"52,649105"
"66,701912"
"79,726357"
"91,521637"
"101,905891"
"110,719032"
"117,82518"
"123,114777"
"126,506271"
"127,94738"
"127,415878"
"124,919968"
"120,498123"
"114,218513"
"106,177963"
"96,500435"
"85,335121"
"72,854172"
"59,250008"
"44,732361"
"29,525064"
"13,862569"
"-2,01365"
"-17,858824"
"-33,428661"
"-48,48312"
"-62,7901"
"-76,129021"
"-88,294235"
"-99,09819"
"-108,374313"
"-115,979591"
"-121,796783"
"-125,736183"
"-127,737068"
"-127,768593"
"-125,830269"
"-121,951973"
"-116,193504"
"-108,643639"
"-99,418777"
"-88,661148"
"-76,536598"
"-63,232063"
"-48,952652"
"-33,918526"
"-18,361464"
"-2,521318"
"13,3577"
"29,030779"
"44,256279"
"58,799465"
"72,436119"
"84,956009"
"96,1661"
"105,893562"
"113,988426"
"120,325897"
"124,808266"
"127,366425"
"127,96093"
"126,582619"
"123,252739"
"118,022636"
"110,972939"
"102,212334"
"91,875885"
"80,122955"
"67,134743"
"53,111496"
"38,269409"
"22,837311"
"7,053121"
"-8,839808"
"-24,596453"
"-39,973885"
"-54,735023"
"-68,652298"
"-81,511139"
"-93,113289"
"-103,279884"
"-111,854179"
"-118,703979"
"-123,723686"
"-126,835899"
"-127,992638"
"-127,176079"
"-124,398804"
"-119,703629"
"-113,162941"
"-104,877579"
"-94,975296"
"-83,608734"
"-70,953156"
"-57,203671"
"-42,572258"
"-27,284491"
"-11,576071"
"4,310821"
"20,131252"
"35,641312"
"50,601879"
"64,782295"
"77,963951"
"89,943604"
"100,536568"
"109,579529"
"116,93306"
"122,483795"
"126,146164"
"127,863693"
"127,609901"
"125,38871"
"121,234352"
"115,210892"
"107,411186"
"97,955482"
"86,989571"
"74,68251"
"61,224041"
"46,821663"
"31,697422"
"16,08449"
"0,223578"
"-15,640781"
"-31,264002"
"-46,405212"
"-60,830982"
"-74,318901"
"-86,661018"
"-97,667053"
"-107,16732"
"-115,015358"
"-121,090164"
"-125,29808"
"-127,574242"
"-127,883537"
"-126,221222"
"-122,612907"
"-117,114227"
"-109,809959"
"-100,812714"
"-90,261208"
"-78,318108"
"-65,167557"
"-51,012299"
"-36,070564"
"-20,572718"
"-4,757696"
"11,130678"
"26,847446"
"42,150299"
"56,803307"
"70,580559"
"83,269646"
"94,674934"
"104,620598"
"112,953285"
"119,544533"
"124,292725"
"127,124649"
"127,996658"
"126,895294"
"123,837547"
"118,870552"
"112,070892"
"103,543396"
"93,41954"
"81,855408"
"69,029274"
"55,138901"
"40,39843"
"25,035124"
"9,285842"
"-6,606603"
"-22,397192"
"-37,842476"
"-52,704327"
"-66,753624"
"-79,77375"
"-91,563988"
"-101,942543"
"-110,74942"
"-117,848839"
"-123,13134"
"-126,515488"
"-127,949104"
"-127,41008"
"-124,906738"
"-120,477669"
"-114,191154"
"-106,144112"
"-96,460617"
"-85,289955"
"-72,804344"
"-59,196289"
"-44,675587"
"-29,466103"
"-13,802332"
"2,074235"
"17,918821"
"33,487148"
"48,539192"
"62,842892"
"76,177719"
"88,338097"
"99,136528"
"108,40654"
"116,005219"
"121,815399"
"125,747513"
"127,740936"
"127,764938"
"125,819145"
"121,933556"
"116,168068"
"108,611588"
"99,380608"
"88,617439"
"76,488022"
"63,179371"
"48,896664"
"33,860096"
"18,301497"
"2,460737"
"-13,41796"
"-29,089788"
"-44,313129"
"-58,853279"
"-72,486069"
"-85,00132"
"-96,206078"
"-105,927589"
"-114,015984"
"-120,34655"
"-124,821701"
"-127,372429"
"-127,959419"
"-126,573616"
"-123,236382"
"-117,999168"
"-110,942726"
"-102,17585"
"-91,833687"
"-80,075691"
"-67,083153"
"-53,056362"
"-38,211586"
"-22,777687"
"-6,99262"
"8,900255"
"24,655912"
"40,031441"
"54,789791"
"68,70343"
"81,557846"
"93,154854"
"103,315666"
"111,883629"
"118,726639"
"123,739204"
"126,84404"
"127,993279"
"127,169197"
"124,384514"
"119,682152"
"113,134613"
"104,842834"
"94,934662"
"83,562851"
"70,902718"
"57,14946"
"42,51511"
"27,225288"
"11,515725"
"-4,371378"
"-20,191088"
"-35,699505"
"-50,657528"
"-64,834549"
"-78,011993"
"-89,986702"
"-100,574059"
"-109,610832"
"-116,957695"
"-122,501381"
"-126,156425"
"-127,86647"
"-127,605164"
"-125,376518"
"-121,214905"
"-115,184479"
"-107,378212"
"-97,916466"
"-86,945107"
"-74,633293"
"-61,170822"
"-46,765266"
"-31,638714"
"-16,024376"
"-0,162985"
"15,700918"
"31,322756"
"46,461678"
"60,884289"
"74,368225"
"86,705597"
"97,706207"
"107,200439"
"115,041939"
"121,109787"
"125,310455"
"127,579163"
"127,880943"
"126,211143"
"122,595497"
"117,08976"
"109,778809"
"100,775368"
"90,218231"
"78,27018"
"65,115402"
"50,956722"
"36,012424"
"20,512911"
"4,697145"
"-11,191039"
"-26,906689"
"-42,207508"
"-56,857597"
"-70,631096"
"-83,315651"
"-94,715706"
"-104,655495"
"-112,981773"
"-119,566177"
"-124,307182"
"-127,131706"
"-127,996201"
"-126,887337"
"-123,822205"
"-118,848068"
"-112,041611"
"-103,507767"
"-93,378113"
"-81,808815"
"-68,978241"
"-55,084213"
"-40,340931"
"-24,975698"
"-9,225409"
"6,667114"
"22,456846"
"37,900352"
"52,759541"
"66,805313"
"79,821129"
"91,606316"
"101,979172"
"110,779785"
"117,872475"
"123,147881"
"126,524673"
"127,950798"
"127,404259"
"124,893486"
"120,457191"
"114,163765"
"106,110237"
"96,420776"
"85,244759"
"72,754501"
"59,142559"
"44,618797"
"29,407135"
"13,742091"
"-2,134819"
"-17,978815"
"-33,545628"
"-48,595253"
"-62,895672"
"-76,22641"
"-88,381935"
"-99,17485"
"-108,438751"
"-116,030815"
"-121,833992"
"-125,75882"
"-127,744781"
"-127,761253"
"-125,807991"
"-121,915108"
"-116,142616"
"-108,579514"
"-99,342407"
"-88,573708"
"-76,43943"
"-63,126667"
"-48,84066"
"-33,801659"
"-18,241524"
"-2,400156"
"13,478217"
"29,148792"
"44,369968"
"58,907082"
"72,536003"
"85,046616"
"96,246033"
"105,961594"
"114,04351"
"120,36718"
"124,835106"
"127,37841"
"127,957878"
"126,564575"
"123,219994"
"117,975677"
"110,912498"
"102,139336"
"91,791466"
"80,028412"
"67,03154"
"53,001213"
"38,153751"
"22,71806"
"6,932117"
"-8,9607"
"-24,715366"
"-40,088989"
"-54,844547"
"-68,754547"
"-81,604538"
"-93,196404"
"-103,351425"
"-111,913048"
"-118,749268"
"-123,754692"
"-126,85215"
"-127,993881"
"-127,162292"
"-124,370201"
"-119,660652"
"-113,106255"
"-104,80806"
"-94,894005"
"-83,516937"
"-70,852264"
"-57,095238"
"-42,457951"
"-27,166079"
"-11,455378"
"4,431935"
"20,250919"
"35,757687"
"50,713169"
"64,886787"
"78,060028"
"90,029785"
"100,611526"
"109,642105"
"116,9823"
"122,518936"
"126,166656"
"127,869225"
"127,600388"
"125,364296"
"121,195427"
"115,158035"
"107,345222"
"97,877434"
"86,900635"
"74,584053"
"61,117592"
"46,708858"
"31,579998"
"15,964258"
"0,102393"
"-15,761051"
"-31,381502"
"-46,518131"
"-60,93758"
"-74,417534"
"-86,75016"
"-97,745338"
"-107,233543"
"-115,068489"
"-121,129387"
"-125,322792"
"-127,584061"
"-127,878319"
"-126,201035"
"-122,578064"
"-117,065269"
"-109,747643"
"-100,737999"
"-90,17524"
"-78,222221"
"-65,063225"
"-50,901131"
"-35,954277"
"-20,4531"
"-4,636593"
"11,251398"
"26,965923"
"42,264706"
"56,911877"
"70,681625"
"83,361641"
"94,756454"
"104,690369"
"113,010239"
"119,587791"
"124,321617"
"127,138741"
"127,99572"
"126,879349"
"123,806839"
"118,825554"
"112,012299"
"103,472107"
"93,336655"
"81,762207"
"68,927193"
"55,02951"
"40,283421"
"24,916267"
"9,164972"
"-6,727623"
"-22,516497"
"-37,958225"
"-52,814739"
"-66,856995"
"-79,868484"
"-91,648621"
"-102,015785"
"-110,810127"
"-117,89608"
"-123,164391"
"-126,533836"
"-127,952461"
"-127,398407"
"-124,880203"
"-120,436684"
"-114,136353"
"-106,07634"
"-96,380913"
"-85,199554"
"-72,704643"
"-59,088818"
"-44,562"
"-29,34816"
"-13,681848"
"2,195402"
"18,038805"
"33,604099"
"48,651306"
"62,948437"
"76,275078"
"88,425751"
"99,213142"
"108,470932"
"116,056381"
"121,852562"
"125,770096"
"127,748589"
"127,757538"
"125,796814"
"121,896629"
"116,117134"
"108,547417"
"99,304184"
"88,529953"
"76,390823"
"63,073952"
"48,784645"
"33,743214"
"18,181549"
"2,339574"
"-13,538471"
"-29,207788"
"-44,4268"
"-58,960869"
"-72,585915"
"-85,091888"
"-96,285965"
"-105,995567"
"-114,071007"
"-120,387772"
"-124,84848"
"-127,384361"
"-127,956306"
"-126,555511"
"-123,203575"
"-117,952156"
"-110,88224"
"-102,102806"
"-91,749229"
"-79,981117"
"-66,979912"
"-52,946053"
"-38,095909"
"-22,658428"
"-6,871614"
"9,021143"
"24,774817"
"40,14653"
"54,899288"
"68,805649"
"81,651207"
"93,237923"
"103,387161"
"111,942444"
"118,771873"
"123,770157"
"126,860229"
"127,994461"
"127,155357"
"124,355858"
"119,63913"
"113,077873"
"104,77327"
"94,853333"
"83,471016"
"70,801796"
"57,041"
"42,400784"
"27,106865"
"11,395027"
"-4,49249"
"-20,310745"
"-35,815865"
"-50,768795"
"-64,939011"
"-78,10804"
"-90,072845"
"-100,648972"
"-109,673363"
"-117,006882"
"-122,536461"
"-126,176857"
"-127,871948"
"-127,595589"
"-125,352051"
"-121,175919"
"-115,131577"
"-107,31221"
"-97,838371"
"-86,856133"
"-74,534805"
"-61,064346"
"-46,652439"
"-31,521275"
"-15,904138"
"-0,041801"
"15,82118"
"31,440241"
"46,574577"
"60,990856"
"74,46682"
"86,794708"
"97,784447"
"107,266617"
"115,095016"
"121,148956"
"125,335106"
"127,588921"
"127,875656"
"126,190895"
"122,5606"
"117,040749"
"109,716446"
"100,7006"
"90,132225"
"78,174255"
"65,01104"
"50,845531"
"35,896118"
"20,393284"
"4,57604"
"-11,311755"
"-27,025152"
"-42,321896"
"-56,966145"
"-70,732132"
"-83,407616"
"-94,79718"
"-104,72522"
"-113,038681"
"-119,609383"
"-124,336029"
"-127,145744"
"-127,995209"
"-126,871338"
"-123,791443"
"-118,803017"
"-111,982964"
"-103,436432"
"-93,295181"
"-81,715576"
"-68,876129"
"-54,9748"
"-40,225903"
"-24,856833"
"-9,104535"
"6,788131"
"22,576141"
"38,016087"
"52,869926"
"66,908653"
"79,915825"
"91,69091"
"102,052368"
"110,840446"
"117,919662"
"123,180878"
"126,542961"
"127,954102"
"127,392525"
"124,86689"
"120,416145"
"114,10891"
"106,042412"
"96,341026"
"85,15432"
"72,654762"
"59,035061"
"44,505196"
"29,289179"
"13,621601"
"-2,255985"
"-18,098791"
"-33,66256"
"-48,707344"
"-63,00119"
"-76,323723"
"-88,469551"
"-99,251419"
"-108,50309"
"-116,081932"
"-121,871101"
"-125,781342"
"-127,752373"
"-127,753799"
"-125,785606"
"-121,878128"
"-116,091621"
"-108,515289"
"-99,265945"
"-88,486183"
"-76,342194"
"-63,021217"
"-48,728622"
"-33,684761"
"-18,121569"
"-2,278991"
"13,598722"
"29,266779"
"44,48362"
"59,014645"
"72,635818"
"85,137138"
"96,325882"
"106,029526"
"114,09848"
"120,40834"
"124,861832"
"127,390282"
"127,954712"
"126,546425"
"123,187126"
"117,928612"
"110,851952"
"102,066254"
"91,706963"
"79,9338"
"66,928268"
"52,890881"
"38,038059"
"22,598789"
"6,811108"
"-9,081583"
"-24,834261"
"-40,20406"
"-54,954018"
"-68,856735"
